BirthCity,BirthCountry,BirthDate,BirthState,College,DepthChartOrder,DepthChartPosition,DraftKingsName,DraftKingsPlayerID,Experience,FanDuelName,FanDuelPlayerID,FantasyAlarmPlayerID,FantasyDraftName,FantasyDraftPlayerID,FirstName,GlobalTeamID,Height,HighSchool,InjuryBodyPart,InjuryNotes,InjuryStartDate,InjuryStatus,Jersey,LastName,PhotoUrl,PlayerID,Position,PositionCategory,RotoWirePlayerID,RotoworldPlayerID,Salary,SportRadarPlayerID,SportsDataID,SportsDirectPlayerID,StatsPlayerID,Status,Team,TeamID,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUrl,UsaTodayPlayerID,Weight,XmlTeamPlayerID,YahooName,YahooPlayerID
Cheyenne,,1987-02-20T00:00:00,Wyoming,Wake Forest,1.0,PF,James Johnson,398037.0,9,James Johnson,9966.0,200148,James Johnson,398037.0,James,20000004,80,,Scrambled,Scrambled,,Scrambled,16,Johnson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000464.png,20000464,PF,F,3021.0,1621.0,14651700.0,1f0687ca-c8f2-4c71-8306-8a18cbf6cc60,,736252.0,398037.0,Active,MIA,4,http://cdn.usatsimg.com/api/download/?imageID=10772669,http://cdn.usatsimg.com/api/download/?imageID=11459628,193776.0,240.0,2088.0,James Johnson,4621
Osasco,,1995-09-21T00:00:00,Brazil,,3.0,SF,Bruno Caboclo,830646.0,4,Bruno Caboclo,55058.0,200180,Bruno Caboclo,830646.0,Bruno,20000021,81,,Scrambled,Scrambled,,Scrambled,5,Caboclo,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000466.png,20000466,SF,F,3673.0,2394.0,,664f0884-717b-4f4a-a1a6-79f08acb41bd,,761256.0,830646.0,Active,MEM,21,http://cdn.usatsimg.com/api/download/?imageID=10773576,http://cdn.usatsimg.com/api/download/?imageID=10314668,193409.0,218.0,2650.0,Bruno Caboclo,5331
Chicago,,1993-03-11T00:00:00,Illinois,Kentucky,1.0,C,Anthony Davis,603096.0,6,Anthony Davis,15755.0,200349,Anthony Davis,603096.0,Anthony,20000023,82,,Scrambled,Scrambled,2019-01-28T00:00:00,Scrambled,23,Davis,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000468.png,20000468,PF,F,3297.0,1967.0,25434263.0,ea8826b8-1f76-4eab-b61e-ffcb176880f3,,750979.0,603096.0,Active,NO,23,http://cdn.usatsimg.com/api/download/?imageID=10772906,http://cdn.usatsimg.com/api/download/?imageID=10415872,193555.0,253.0,3407.0,Anthony Davis,5007
Fresno,,1988-03-10T00:00:00,California,Washington,3.0,SG,Quincy Pondexter,329825.0,6,Quincy Pondexter,12357.0,200226,Quincy Pondexter,329825.0,Quincy,20000024,79,,Scrambled,Scrambled,,Scrambled,3,Pondexter,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000469.png,20000469,SG,G,3126.0,1716.0,1512601.0,e58c0cb2-4645-4297-abd9-02315fba4683,,733310.0,329825.0,Active,SA,24,http://cdn.usatsimg.com/api/download/?imageID=10772341,http://cdn.usatsimg.com/api/download/?imageID=10338993,193539.0,230.0,1846.0,Quincy Pondexter,4757
Indianapolis,,1988-12-25T00:00:00,Indiana,Indiana,1.0,SF,Eric Gordon,401085.0,10,Eric Gordon,9556.0,200458,Eric Gordon,401085.0,Eric,20000022,76,,Scrambled,Scrambled,,Scrambled,10,Gordon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000471.png,20000471,SG,G,2926.0,1496.0,13500375.0,f8d6c74c-e0bd-41ed-a814-f0b25259fe0a,,736286.0,401085.0,Active,HOU,22,http://cdn.usatsimg.com/api/download/?imageID=10773146,http://cdn.usatsimg.com/api/download/?imageID=11417995,193474.0,215.0,771.0,Eric Gordon,4469
Chester,,1989-09-19T00:00:00,Pennsylvania,Memphis,1.0,SG,Tyreke Evans,464841.0,9,Tyreke Evans,9692.0,200236,Tyreke Evans,464841.0,Tyreke,20000013,78,,Scrambled,Scrambled,2019-01-28T00:00:00,Scrambled,12,Evans,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000472.png,20000472,SG,G,3024.0,1615.0,12400000.0,f4526ee7-400d-496b-91cb-6e210595b845,,740821.0,464841.0,Active,IND,13,http://cdn.usatsimg.com/api/download/?imageID=10772406,http://cdn.usatsimg.com/api/download/?imageID=10415756,193884.0,220.0,2012.0,Tyreke Evans,4564
Mission Hills,,1990-06-12T00:00:00,California,UCLA,1.0,SG,Jrue Holiday,457576.0,9,Jrue Holiday,9663.0,200505,Jrue Holiday,457576.0,Jrue,20000023,76,,Scrambled,Scrambled,,Scrambled,11,Holiday,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000474.png,20000474,PG,G,3029.0,1623.0,25976111.0,65700e81-3aa0-49a9-8a94-004f2cfb64e5,,741327.0,457576.0,Active,NO,23,http://cdn.usatsimg.com/api/download/?imageID=10772921,http://cdn.usatsimg.com/api/download/?imageID=11576014,193567.0,205.0,2049.0,Jrue Holiday,4622
Sacramento,,1988-05-06T00:00:00,California,California,,,Ryan Anderson,329715.0,10,Ryan Anderson,9772.0,200277,Ryan Anderson,329715.0,Ryan,20000029,82,,Scrambled,Scrambled,,Scrambled,15,Anderson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000475.png,20000475,PF,F,2923.0,1488.0,20421546.0,4cbbd39c-bece-43a6-80a7-fcd4e72a9e03,,733276.0,329715.0,Active,PHO,29,http://cdn.usatsimg.com/api/download/?imageID=10479938,http://cdn.usatsimg.com/api/download/?imageID=11489150,193645.0,240.0,1828.0,Ryan Anderson,4483
Clinton,,1987-04-22T00:00:00,Maryland,Villanova,3.0,SF,Dante Cunningham,295799.0,9,Dante Cunningham,9940.0,200565,Dante Cunningham,295799.0,Dante,20000024,80,,Scrambled,Scrambled,,Scrambled,33,Cunningham,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000476.png,20000476,SF,F,3043.0,1641.0,2487000.0,627e78c7-3f9e-4ac3-9b7d-686087c665ae,,725991.0,295799.0,Active,SA,24,http://cdn.usatsimg.com/api/download/?imageID=10773557,http://cdn.usatsimg.com/api/download/?imageID=11550402,193516.0,230.0,,Dante Cunningham,4638
Saginaw,,1990-03-04T00:00:00,Michigan,Michigan State,1.0,PF,Draymond Green,468895.0,6,Draymond Green,15860.0,200176,Draymond Green,468895.0,Draymond,20000026,79,,Scrambled,Scrambled,,Scrambled,23,Green,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000482.png,20000482,PF,F,3299.0,1981.0,17469565.0,5e5099d1-4a58-43f2-8d03-f2ae5dd49337,,740632.0,468895.0,Active,GS,26,http://cdn.usatsimg.com/api/download/?imageID=10773015,http://cdn.usatsimg.com/api/download/?imageID=11497635,193758.0,230.0,3203.0,Draymond Green,5069
Ames,,1992-05-30T00:00:00,Iowa,North Carolina,1.0,PF,Harrison Barnes,552336.0,6,Harrison Barnes,15946.0,200215,Harrison Barnes,552336.0,Harrison,20000025,80,,Scrambled,Scrambled,,Scrambled,40,Barnes,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000483.png,20000483,SF,F,3305.0,1827.0,24107258.0,ce8d0944-b277-499e-9701-02a5f1828615,,748083.0,552336.0,Active,DAL,25,http://cdn.usatsimg.com/api/download/?imageID=10773111,http://cdn.usatsimg.com/api/download/?imageID=11417695,193599.0,225.0,3226.0,Harrison Barnes,5013
Akron,,1988-03-14T00:00:00,Ohio,Davidson,1.0,PG,Stephen Curry,338365.0,9,Stephen Curry,9524.0,200523,Stephen Curry,338365.0,Stephen,20000026,75,,Scrambled,Scrambled,,Scrambled,30,Curry,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,20000485,PG,G,3014.0,1611.0,37457154.0,8ec91366-faea-4196-bbfd-b8fab7434795,,733822.0,338365.0,Active,GS,26,http://cdn.usatsimg.com/api/download/?imageID=10773313,http://cdn.usatsimg.com/api/download/?imageID=11497632,193753.0,190.0,1942.0,Stephen Curry,4612
Los Angeles,,1990-02-08T00:00:00,California,Washington State,1.0,SG,Klay Thompson,457611.0,7,Klay Thompson,14509.0,200397,Klay Thompson,457611.0,Klay,20000026,79,,Scrambled,Scrambled,,Scrambled,11,Thompson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000486.png,20000486,SG,G,3197.0,1837.0,18988725.0,4e152a06-673e-4701-b115-aa7e2cd00d2d,,740166.0,457611.0,Active,GS,26,http://cdn.usatsimg.com/api/download/?imageID=10773594,http://cdn.usatsimg.com/api/download/?imageID=11497631,193769.0,215.0,3106.0,Klay Thompson,4892
Springfield,,1984-01-28T00:00:00,Illinois,Arizona,2.0,SF,Andre Iguodala,173004.0,14,Andre Iguodala,9664.0,200202,Andre Iguodala,173004.0,Andre,20000026,78,,Scrambled,Scrambled,,Scrambled,9,Iguodala,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000487.png,20000487,SF,F,2527.0,1049.0,16000000.0,9fdcd102-1c82-4e32-b366-c93139352c75,,671779.0,173004.0,Active,GS,26,http://cdn.usatsimg.com/api/download/?imageID=10773587,http://cdn.usatsimg.com/api/download/?imageID=11497627,193760.0,215.0,1012.0,Andre Iguodala,3826
Peoria,,1985-09-11T00:00:00,Illinois,,2.0,SG,Shaun Livingston,253980.0,13,Shaun Livingston,9643.0,200513,Shaun Livingston,253980.0,Shaun,20000026,79,,Scrambled,Scrambled,,Scrambled,34,Livingston,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000488.png,20000488,PG,G,2477.0,1044.0,8307692.0,77f1a040-ff8b-4e20-9db9-dfb6aa041585,,719233.0,253980.0,Active,GS,26,http://cdn.usatsimg.com/api/download/?imageID=10772870,http://cdn.usatsimg.com/api/download/?imageID=11497636,193764.0,192.0,1018.0,Shaun Livingston,3821
Mission Hills,,1989-04-05T00:00:00,California,Washington,2.0,SF,Justin Holiday,395365.0,5,Justin Holiday,16604.0,200359,Justin Holiday,395365.0,Justin,20000021,78,,Scrambled,Scrambled,,Scrambled,7,Holiday,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000492.png,20000492,SG,G,3242.0,2079.0,4384616.0,05dea31d-f1ff-491b-9f17-8be88b26f413,,737092.0,395365.0,Active,MEM,21,http://cdn.usatsimg.com/api/download/?imageID=10772918,http://cdn.usatsimg.com/api/download/?imageID=11569992,193427.0,181.0,3019.0,Justin Holiday,5142
Athens,,1994-12-06T00:00:00,Greece,,1.0,PF,Giannis Antetokounmpo,739957.0,5,Giannis Antetokounmpo,40199.0,200410,Giannis Antetokounmpo,739957.0,Giannis,20000015,83,,Scrambled,Scrambled,,Scrambled,34,Antetokounmpo,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000497.png,20000497,PF,F,3456.0,2143.0,24157303.0,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,,755620.0,739957.0,Active,MIL,15,http://cdn.usatsimg.com/api/download/?imageID=10773561,http://cdn.usatsimg.com/api/download/?imageID=11575918,193902.0,242.0,2444.0,Giannis Antetokounmpo,5185
Eskisehir,,1987-05-15T00:00:00,Turkey,,2.0,PF,Ersan Ilyasova,292396.0,10,Ersan Ilyasova,9598.0,200321,Ersan Ilyasova,292396.0,Ersan,20000015,82,,Scrambled,Scrambled,,Scrambled,77,Ilyasova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000498.png,20000498,PF,F,2607.0,1147.0,7000000.0,a519659f-7cc0-40ee-8c49-1bb0b9ca5b13,,725659.0,292396.0,Active,MIL,15,http://cdn.usatsimg.com/api/download/?imageID=10773503,http://cdn.usatsimg.com/api/download/?imageID=11575916,193914.0,235.0,1268.0,Ersan Ilyasova,3962
Tbilisi,,1984-02-10T00:00:00,USSR,,2.0,C,Zaza Pachulia,214168.0,15,Zaza Pachulia,9454.0,200067,Zaza Pachulia,214168.0,Zaza,20000014,83,,Scrambled,Scrambled,,Scrambled,27,Pachulia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000499.png,20000499,C,C,2391.0,968.0,1512601.0,48a2b27a-87a2-4051-ad03-c95a026ca772,,541170.0,214168.0,Active,DET,14,http://cdn.usatsimg.com/api/download/?imageID=10772899,http://cdn.usatsimg.com/api/download/?imageID=11507122,193947.0,270.0,966.0,Zaza Pachulia,3745
North Charleston,,1991-08-12T00:00:00,South Carolina,Texas A&amp;M,1.0,SF,Khris Middleton,512053.0,6,Khris Middleton,16261.0,200276,Khris Middleton,512053.0,Khris,20000015,80,,Scrambled,Scrambled,,Scrambled,22,Middleton,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000500.png,20000500,SF,F,3356.0,2017.0,13000000.0,4c362eee-6474-40ea-b1b4-d8f917f95175,,744051.0,512053.0,Active,MIL,15,http://cdn.usatsimg.com/api/download/?imageID=10773103,http://cdn.usatsimg.com/api/download/?imageID=11575921,193920.0,222.0,3276.0,Khris Middleton,5073
Greensoboro,,1990-12-28T00:00:00,North Carolina,North Carolina,,,John Henson,502871.0,6,John Henson,15952.0,200107,John Henson,502871.0,John,20000012,83,,Scrambled,Scrambled,2018-12-07T00:00:00,Scrambled,31,Henson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000502.png,20000502,PF,F,3308.0,1953.0,11327466.0,c555e067-c4d5-43f6-99af-716b6005cbba,,743758.0,502871.0,Active,CLE,12,http://cdn.usatsimg.com/api/download/?imageID=10773398,http://cdn.usatsimg.com/api/download/?imageID=11575907,193961.0,219.0,3253.0,John Henson,5020
Phoenix,,1988-08-20T00:00:00,Arizona,Arizona,2.0,SG,Jerryd Bayless,395391.0,10,Jerryd Bayless,9810.0,200455,Jerryd Bayless,395391.0,Jerryd,20000016,75,,Scrambled,Scrambled,,Scrambled,8,Bayless,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000504.png,20000504,PG,G,2924.0,1491.0,8575916.0,f444ee53-e3b3-4899-923e-a27369ce7e59,,737334.0,395391.0,Active,MIN,16,http://cdn.usatsimg.com/api/download/?imageID=10773427,http://cdn.usatsimg.com/api/download/?imageID=11452293,193273.0,200.0,1775.0,Jerryd Bayless,4473
San Diego,,1985-07-10T00:00:00,California,Boston College,,,Jared Dudley,241712.0,11,Jared Dudley,9677.0,200141,Jared Dudley,241712.0,Jared,20000008,79,,Scrambled,Scrambled,2019-01-27T00:00:00,Scrambled,6,Dudley,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000505.png,20000505,SF,F,2856.0,1402.0,9530000.0,04856926-1edc-4375-a147-246c4d66b6bb,,658411.0,241712.0,Active,BKN,8,http://cdn.usatsimg.com/api/download/?imageID=10772744,http://cdn.usatsimg.com/api/download/?imageID=11452212,194037.0,237.0,1825.0,Jared Dudley,4300
Ft. Wayne,,1988-09-01T00:00:00,Indiana,Duke,3.0,C,Miles Plumlee,467271.0,6,Miles Plumlee,15591.0,200078,Miles Plumlee,467271.0,Miles,20000003,83,,Scrambled,Scrambled,2019-01-20T00:00:00,Scrambled,18,Plumlee,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000509.png,20000509,C,C,3357.0,2011.0,12500000.0,73e55440-d981-48e6-9639-d2ed7276f22d,,740096.0,467271.0,Active,ATL,3,http://cdn.usatsimg.com/api/download/?imageID=10773516,http://cdn.usatsimg.com/api/download/?imageID=10338962,193854.0,249.0,3299.0,Miles Plumlee,5060
Chicago,,1995-03-15T00:00:00,Illinois,Duke,2.0,PF,Jabari Parker,756880.0,4,Jabari Parker,42550.0,200227,Jabari Parker,756880.0,Jabari,20000011,80,,Scrambled,Scrambled,,Scrambled,2,Parker,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000511.png,20000511,PF,F,3573.0,2285.0,20000000.0,e58c5e0e-f1f5-4685-9ff2-7197f9330bea,,755747.0,756880.0,Active,CHI,11,http://cdn.usatsimg.com/api/download/?imageID=10773596,http://cdn.usatsimg.com/api/download/?imageID=11995784,194001.0,245.0,3717.0,Jabari Parker,5293
Barcelona,,1980-07-06T00:00:00,Spain,,2.0,PF,Pau Gasol,3494.0,17,Pau Gasol,9570.0,200274,Pau Gasol,3494.0,Pau,20000024,84,,Scrambled,Scrambled,,Scrambled,16,Gasol,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000512.png,20000512,C,C,2156.0,766.0,16800000.0,4aafa7e4-d271-42d2-8979-bdefcd221d30,,543918.0,3494.0,Active,SA,24,http://cdn.usatsimg.com/api/download/?imageID=10773319,http://cdn.usatsimg.com/api/download/?imageID=11550392,193520.0,250.0,413.0,Pau Gasol,3513
New York,,1985-02-25T00:00:00,New York,Florida,3.0,C,Joakim Noah,263220.0,11,Joakim Noah,9483.0,200101,Joakim Noah,263220.0,Joakim,20000021,83,,Scrambled,Scrambled,,Scrambled,55,Noah,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,20000514,C,C,2822.0,1361.0,1093858.0,b6eee153-eac4-41e5-afcb-ab46cf7a8ba8,,724366.0,263220.0,Active,MEM,21,http://cdn.usatsimg.com/api/download/?imageID=10773549,http://cdn.usatsimg.com/api/download/?imageID=10415886,193436.0,230.0,1470.0,Joakim Noah,4287
Houston,,1989-09-14T00:00:00,Texas,Marquette,1.0,SF,Jimmy Butler,458730.0,7,Jimmy Butler,14528.0,200366,Jimmy Butler,458730.0,Jimmy,20000007,80,,Scrambled,Scrambled,2019-01-27T00:00:00,Scrambled,23,Butler,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000515.png,20000515,SG,G,3231.0,1870.0,20445779.0,0e163d44-67a7-4107-9421-5333600166bb,,740461.0,458730.0,Active,PHI,7,http://cdn.usatsimg.com/api/download/?imageID=11995943,http://cdn.usatsimg.com/api/download/?imageID=11995792,194080.0,232.0,3045.0,Jimmy Butler,4912
